TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID
28112	species	2_976_200643_171549_2005525_195950_28112	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia	0.0983	NA
574930	species	2_976_200643_171549_2005525_375288_574930	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesgordonii	0.0197	NA
28115	species	2_976_200643_171549_171551_836_28115	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasmacacae	0	NA
28116	species	2_976_200643_171549_815_816_28116	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesovatus	0.8953	NA
28117	species	2_976_200643_171549_171550_239759_28117	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesputredinis	0.0197	NA
28118	species	2_976_200643_171549_1853231_283168_28118	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Odoribactersplanchnicus	0	NA
1496	species	2_1239_186801_186802_186804_1870884_1496	Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridioides_Clostridioidesdifficile	0	NA
169435	species	2_1239_186801_186802_541000_244127_169435	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_Anaerotruncuscolihominis	0	NA
28125	species	2_976_200643_171549_171552_838_28125	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabivia	0	NA
28126	species	2_976_200643_171549_171552_838_28126	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabuccae	0	NA
28128	species	2_976_200643_171549_171552_838_28128	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellacorporis	0	NA
28129	species	2_976_200643_171549_171552_838_28129	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotelladenticola	0	NA
28130	species	2_976_200643_171549_171552_838_28130	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotelladisiens	0	NA
28131	species	2_976_200643_171549_171552_838_28131	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia	4.4343	NA
28132	species	2_976_200643_171549_171552_838_28132	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamelaninogenica	0	NA
1510	species	2_1239_186801_186802_541000_1508657_1510	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]stercorarium	0	NA
28135	species	2_976_200643_171549_171552_838_28135	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaoris	0	NA
1512	species	2_1239_186801_186802_186803_1506553_1512	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]symbiosum	0	NA
142588	species	2_1239_91061_186826_186828_142587_142588	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Isobaculum_Isobaculummelis	0	NA
28139	species	2_976_200643_171549_171550_28138_28139	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenella_Rikenellamicrofusus	0	NA
1521	species	2_1239_186801_186802_541000_1508657_1521	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]cellulolyticum	0	NA
671218	species	2_976_200643_171549_171552_1283313_671218	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_Alloprevotellarava	0	NA
1526	species	2_1239_186801_186802_186803_1506553_1526	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]aminophilum	0	NA
1527	species	2_1239_186801_186802_186803_1843210_1527	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumnaaminovalerica	0	NA
1531	species	2_1239_186801_186802_186803_1506553_1531	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]clostridioforme	0	NA
1532	species	2_1239_186801_186802_186803_572511_1532	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiacoccoides	0	NA
1535	species	2_1239_186801_186802_541000_1508657_1535	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]leptum	0	NA
1280	species	2_1239_91061_1385_90964_1279_1280	Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_Staphylococcusaureus	0	NA
454154	species	2_976_200643_171549_171552_577309_454154	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_Paraprevotellaclara	0	NA
454155	species	2_976_200643_171549_171552_577309_454155	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_Paraprevotellaxylaniphila	0	NA
1588748	species	2_1239_909932_1843489_31977_1588748	Bacteria_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_VeillonellaceaebacteriumKA00182	0	NA
1588749	species	2_976_200643_171549_171551_1588749	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_PorphyromonadaceaebacteriumKA00676	0	NA
1561	species	2_1239_186801_186802_31979_1485_1561	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridiumbaratii	0	NA
1750560	species	2_976_200643_171549_2005525_375288_1750560	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_SN4	0.0786	NA
671266	species	2_201174_84998_1643822_1643826_580024_671266	Bacteria_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Enterorhabdus_Enterorhabduscaecimuris	0.0007	NA
671267	species	2_976_200643_171549_815_816_671267	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessartorii	0	NA
470565	species	2_976_200643_171549_171552_838_470565	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellahisticola	0.0033	NA
1725361	species	2_1239_91061_186826_186828_117563_1725361	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_Granulicatellasp_572_rep1_STHE	0	NA
722472	species	2_1224_28211_356_41294_374_722472	Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_Bradyrhizobiumlablabi	0	NA
267818	species	2_1239_91061_186826_33958_1578_267818	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluskefiranofaciens	0.2358	NA
1579	species	2_1239_91061_186826_33958_1578_1579	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusacidophilus	0	NA
1580	species	2_1239_91061_186826_33958_1578_1580	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusbrevis	0	NA
1582	species	2_1239_91061_186826_33958_1578_1582	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluscasei	0.1179	NA
1584	species	2_1239_91061_186826_33958_1578_1584	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusdelbrueckii	0.0054	NA
1410610	species	2_1239_186801_186802_186803_830_1410610	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_NC2002	0	NA
1587	species	2_1239_91061_186826_33958_1578_1587	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillushelveticus	0.3062	NA
1410613	species	2_976_200643_171549_171552_838_1410613	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_P6B1	0	NA
1590	species	2_1239_91061_186826_33958_1578_1590	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusplantarum	0.0786	NA
333367	species	2_1239_186801_186802_186803_1506553_333367	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]asparagiforme	0	NA
1410616	species	2_1239_186801_186802_186803_46205_1410616	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_MD2005	0	NA
1410617	species	2_1239_186801_186802_541000_1263_1410617	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcussp_FC2018	0	NA
1596	species	2_1239_91061_186826_33958_1578_1596	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusgasseri	0.0341	NA
1410621	species	2_1239_186801_186802_186803_1410621	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAD3010	0	NA
1410622	species	2_1239_186801_186802_186803_1410622	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumC6A11	0	NA
1410623	species	2_1239_186801_186802_186803_1410623	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumFD2005	0	NA
1410625	species	2_1239_186801_186802_186803_1410625	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumMD2004	0	NA
1410626	species	2_1239_186801_186802_186803_1410626	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumNC2004	0	NA
1603	species	2_1239_91061_186826_33958_1578_1603	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusamylophilus	0	NA
1604	species	2_1239_91061_186826_33958_1578_1604	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusamylovorus	0.0197	NA
1410630	species	2_1239_186801_186802_186803_1410630	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumP6A3	0	NA
40519	species	2_1239_186801_186802_541000_1263_40519	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcuscallidus	0	NA
40520	species	2_1239_186801_186802_186803_572511_40520	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiaobeum	0.4717	NA
1610	species	2_1239_91061_186826_33958_1578_1610	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluscoryniformis	0.0786	NA
1613	species	2_1239_91061_186826_33958_1578_1613	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusfermentum	0	NA
1410638	species	2_1239_186801_186802_541000_1410638	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumAB4001	0	NA
1226322	species	2_1239_186801_186802_216572_459786_1226322	Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibactersp_KLE1728	0	NA
1226323	species	2_1239_186801_186802_216572_459786_1226323	Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibactersp_KLE1745	0	NA
1226324	species	2_1239_186801_186802_186803_572511_1226324	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_KLE1732	0	NA
33038	species	2_1239_186801_186802_186803_572511_33038	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_[Ruminococcus]gnavus	0	NA
1622	species	2_1239_91061_186826_33958_1578_1622	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusmurinus	0	NA
1624	species	2_1239_91061_186826_33958_1578_1624	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillussalivarius	0.0012	NA
33039	species	2_1239_186801_186802_186803_572511_33039	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_[Ruminococcus]torques	0	NA
1630	species	2_1239_526524_526525_128827_1279388_1630	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_Kandleriavitulina	0	NA
208479	species	2_1239_186801_186802_186803_1506553_208479	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]bolteae	0	NA
1130080	species	2_1239_91061_186826_186828_99906_1130080	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Alkalibacterium_Alkalibacteriumgilvum	0.0197	NA
1648	species	2_1239_526524_526525_128827_1647_1648	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix_Erysipelothrixrhusiopathiae	0	NA
689781	species	2_1239_186801_186802_186803_265975_689781	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_NK2B42	0	NA
1917887	species	2_976_200643_171549_2005525_375288_1917887	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_Marseille-P3160	0	NA
589437	species	2_976_200643_171549_171552_838_589437	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellascopos	0	NA
1200749	species	2_1239_186801_186802_186803_1200749	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumG41	0	NA
1496722	species	2_1239_186801_186802_186803_830_1496722	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_AE2005	0	NA
134821	species	2_544448_31969_2085_2092_2129_134821	Bacteria_Tenericutes_Mollicutes_Mycoplasmatales_Mycoplasmataceae_Ureaplasma_Ureaplasmaparvum	0	NA
258723	species	2_1239_91061_186826_186828_191769_258723	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Marinilactibacillus_Marinilactibacilluspiezotolerans	0	NA
390842	species	2_1239_91061_186826_33958_1578_390842	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusparafarraginis	0.0393	NA
35787	species	2_1239_91061_186826_33958_1578_35787	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluspontis	0	NA
1735	species	2_1239_526524_526525_128827_1573535_1735	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemanella_Holdemanellabiformis	0	NA
1736	species	2_1239_186801_186802_186806_1730_1736	Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumlimosum	0	NA
44749	species	2_1239_186801_186802_541000_44748_44749	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_Sporobactertermitidis	0	NA
1898203	species	2_1239_186801_186802_186803_1898203	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium	0	NA
390877	species	2_1224_28211_204441_41295_390876_390877	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nisaea_Nisaeadenitrificans	0.4127	NA
925409	species	2_976_1853228_1853229_563835_1612198_925409	Bacteria_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Asinibacterium_Asinibacteriumsp_OR53	0.0197	NA
693988	species	2_1224_28221_213115_194924_35832_693988	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophilasp_4_1_30	0	NA
415015	species	2_1239_186801_186802_415014_415015	Bacteria_Firmicutes_Clostridia_Clostridiales_Proteiniborus_Proteiniborusethanoligenes	0	NA
61171	species	2_1239_526524_526525_128827_61170_61171	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_Holdemaniafiliformis	0	NA
712437	species	2_976_200643_171549_171551_836_712437	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassp_oraltaxon278	0.3538	NA
487174	species	2_976_200643_171549_2005519_397864_487174	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_Barnesiellaintestinihominis	0	NA
487175	species	2_1224_28216_80840_995019_577310_487175	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Sutterellaceae_Parasutterella_Parasutterellaexcrementihominis	0	NA
1598	species	2_1239_91061_186826_33958_1578_1598	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusreuteri	0.0393	NA
438033	species	2_1239_186801_186802_541000_1263_438033	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusgauvreauii	0	NA
712469	species	2_976_200643_171549_171552_1283313_712469	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_Prevotellasp_oraltaxon473	0	NA
93974	species	2_976_200643_171549_815_816_93974	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_AR20	0.0197	NA
28446	species	2_1239_186801_186802_186803_2039240_28446	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum_Anaerotignumpropionicum	0.3734	NA
100134	species	2_1239_186801_186802_186803_1843210_100134	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumnaxylanovorans	0	NA
108328	species	2_1239_186801_186802_1491775_42447_108328	Bacteria_Firmicutes_Clostridia_Clostridiales_Proteinivoraceae_Anaerobranca_Anaerobrancagottschalkii	0	NA
43997	species	2_1239_186801_186802_186803_43996_43997	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Catonella_Catonellamorbi	0	NA
1572656	species	2_1239_186801_186802_541000_1572656	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumCPB6	0	NA
177972	species	2_1239_186801_186802_186803_177971_177972	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia_Shuttleworthiasatelles	0	NA
214851	species	2_1239_186801_186802_541000_292632_214851	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulumvariabile	0	NA
214853	species	2_1239_186801_186802_186806_264995_214853	Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Anaerofustis_Anaerofustisstercorihominis	0	NA
1855302	species	2_1239_186801_186802_186803_46205_1855302	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_JW11	0	NA
585543	species	2_976_200643_171549_815_816_585543	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_D20	0	NA
214856	species	2_976_200643_171549_171550_239759_214856	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesfinegoldii	0	NA
253239	species	2_1239_186801_186802_541000_253238_253239	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ethanoligenens_Ethanoligenensharbinense	0	NA
469589	species	2_976_200643_171549_815_816_469589	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_2_1_33B	0.1052	NA
100176	species	2_1239_186801_186802_541000_100175_100176	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_Papillibactercinnamivorans	0	NA
563031	species	2_976_200643_171549_171552_838_563031	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_C561	0	NA
1339243	species	2_1239_91061_186826_186828_2747_1339243	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_Carnobacteriumsp_ZWU0011	0	NA
1118061	species	2_976_200643_171549_171550_239759_1118061	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesobesi	0	NA
1855342	species	2_1239_186801_186802_186803_265975_1855342	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_KHPX15	0	NA
1855343	species	2_1239_186801_186802_186803_265975_1855343	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_WCC10	0	NA
1855344	species	2_1239_186801_186802_186803_46205_1855344	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_49	0	NA
528244	species	2_1224_28211_204441_41295_191_528244	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_Azospirillumthiophilum	0.0006	NA
1339253	species	2_976_200643_171549_171550_239759_1339253	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipessp_ZOR0009	0	NA
460384	species	2_1239_186801_186802_186803_1506553_460384	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]lavalense	0	NA
65403	species	2_1239_186801_186802_543313_65402_65403	Bacteria_Firmicutes_Clostridia_Clostridiales_ClostridialesFamilyXII_IncertaeSedis_Acidaminobacter_Acidaminobacterhydrogenoformans	0	NA
281920	species	2_976_200643_171549_171551_836_281920	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasuenonis	0	NA
